id,run_at,icao,forecast_date,kind,n_members,mean_f,sd_f,p10_f,p50_f,p90_f,min_f,max_f
84,2026-08-20T01:45:04Z,KSFO,2026-08-21,low,30,59.51,0.57,58.89,59.5,60.03,58.7,61.4
1,2026-08-20T03:05:16Z,KATL,2026-08-19,high,30,94.03,1.17,92.36,94.25,95.52,91.8,95.8
2,2026-08-20T03:05:16Z,KATL,2026-08-19,low,30,71.92,0.28,71.6,71.9,72.3,71.4,72.3
3,2026-08-20T03:05:16Z,KATL,2026-08-20,high,30,99.23,1.7,97.26,98.9,101.21,96.2,103.1
4,2026-08-20T03:05:16Z,KATL,2026-08-20,low,30,75.81,0.62,74.97,75.75,76.51,74.6,77.4
5,2026-08-20T03:05:16Z,KATL,2026-08-21,high,30,94.66,2.24,91.88,95.1,96.7,90.5,100.2
6,2026-08-20T03:05:16Z,KATL,2026-08-21,low,30,75.72,1.63,73.39,75.85,78.1,71.2,78.2
7,2026-08-20T03:05:16Z,KAUS,2026-08-19,high,30,102.47,2.44,99.03,103.45,104.92,97.2,105.4
8,2026-08-20T03:05:16Z,KAUS,2026-08-19,low,30,78.84,0.3,78.49,78.85,79.21,78.1,79.5
9,2026-08-20T03:05:16Z,KAUS,2026-08-20,high,30,104.13,2.41,100.98,104.8,106.53,97.6,107.5
10,2026-08-20T03:05:16Z,KAUS,2026-08-20,low,30,77.8,0.94,76.4,77.9,78.9,76.0,79.5
11,2026-08-20T03:05:16Z,KAUS,2026-08-21,high,30,104.39,2.16,101.37,104.9,106.22,99.9,109.2
12,2026-08-20T03:05:16Z,KAUS,2026-08-21,low,30,78.93,1.16,77.54,79.1,80.5,76.9,81.8
13,2026-08-20T03:05:16Z,KBOS,2026-08-19,high,30,85.68,0.69,84.89,85.55,86.4,84.6,88.0
14,2026-08-20T03:05:16Z,KBOS,2026-08-19,low,30,66.04,0.45,65.49,66.0,66.7,65.2,66.9
15,2026-08-20T03:05:16Z,KBOS,2026-08-20,high,30,86.72,2.67,83.31,87.75,89.3,80.3,89.6
16,2026-08-20T03:05:16Z,KBOS,2026-08-20,low,30,68.87,0.79,68.06,69.2,69.5,66.1,69.7
17,2026-08-20T03:05:16Z,KBOS,2026-08-21,high,30,74.74,1.83,72.7,74.9,76.63,70.0,79.6
18,2026-08-20T03:05:16Z,KBOS,2026-08-21,low,30,66.82,1.14,65.2,66.8,67.92,64.8,69.9
103,2026-08-20T03:05:16Z,KDCA,2026-08-19,high,30,89.83,0.7,89.07,89.7,90.72,88.4,91.2
104,2026-08-20T03:05:16Z,KDCA,2026-08-19,low,30,71.83,0.62,71.19,71.8,72.51,70.5,73.5
105,2026-08-20T03:05:16Z,KDCA,2026-08-20,high,30,88.45,3.21,84.76,87.8,92.31,80.4,92.9
106,2026-08-20T03:05:16Z,KDCA,2026-08-20,low,30,72.05,1.12,70.8,72.1,73.3,69.3,74.4
107,2026-08-20T03:05:16Z,KDCA,2026-08-21,high,30,81.35,3.37,77.13,82.1,85.01,72.2,88.8
108,2026-08-20T03:05:16Z,KDCA,2026-08-21,low,30,69.93,1.67,67.89,70.2,71.74,65.3,72.6
25,2026-08-20T03:05:16Z,KDEN,2026-08-19,high,30,87.99,1.0,86.58,88.1,89.22,85.4,89.7
26,2026-08-20T03:05:16Z,KDEN,2026-08-19,low,30,61.62,1.6,59.34,62.05,63.31,58.5,64.2
27,2026-08-20T03:05:16Z,KDEN,2026-08-20,high,30,90.77,1.51,88.48,90.9,92.61,86.3,93.0
28,2026-08-20T03:05:16Z,KDEN,2026-08-20,low,30,67.57,0.95,66.5,67.6,68.6,64.9,69.2
29,2026-08-20T03:05:16Z,KDEN,2026-08-21,high,30,95.13,1.51,93.78,95.4,96.5,90.4,97.9
30,2026-08-20T03:05:16Z,KDEN,2026-08-21,low,30,70.08,0.93,69.06,70.3,71.1,67.7,71.9
19,2026-08-20T03:05:16Z,KDFW,2026-08-19,high,30,105.77,1.7,102.9,106.35,107.9,102.7,108.4
20,2026-08-20T03:05:16Z,KDFW,2026-08-19,low,30,84.39,0.37,83.9,84.4,84.81,83.8,85.3
21,2026-08-20T03:05:16Z,KDFW,2026-08-20,high,30,107.98,2.64,104.15,108.05,111.41,102.6,112.3
22,2026-08-20T03:05:16Z,KDFW,2026-08-20,low,30,87.28,1.16,85.5,87.3,88.62,85.4,89.6
23,2026-08-20T03:05:16Z,KDFW,2026-08-21,high,30,108.05,1.73,106.01,108.25,110.04,104.1,111.2
24,2026-08-20T03:05:16Z,KDFW,2026-08-21,low,30,88.25,1.08,87.1,88.2,89.63,86.3,90.8
31,2026-08-20T03:05:16Z,KIAH,2026-08-19,high,30,100.45,1.93,97.77,101.3,102.33,96.2,102.9
32,2026-08-20T03:05:16Z,KIAH,2026-08-19,low,30,81.18,0.12,81.0,81.2,81.3,80.9,81.4
33,2026-08-20T03:05:16Z,KIAH,2026-08-20,high,30,102.08,2.17,99.51,102.15,104.71,96.7,105.3
34,2026-08-20T03:05:16Z,KIAH,2026-08-20,low,30,80.42,0.75,79.48,80.4,81.4,79.0,81.6
35,2026-08-20T03:05:16Z,KIAH,2026-08-21,high,30,102.19,1.91,100.42,102.3,104.16,96.8,106.3
36,2026-08-20T03:05:16Z,KIAH,2026-08-21,low,30,81.01,0.71,80.09,81.0,81.72,79.3,82.3
37,2026-08-20T03:05:16Z,KLAX,2026-08-19,high,30,83.33,0.51,82.7,83.35,84.01,82.2,84.4
38,2026-08-20T03:05:16Z,KLAX,2026-08-19,low,30,70.75,0.4,70.29,70.7,71.21,70.1,72.1
39,2026-08-20T03:05:16Z,KLAX,2026-08-20,high,30,84.77,1.29,83.08,84.5,86.2,82.7,87.1
40,2026-08-20T03:05:16Z,KLAX,2026-08-20,low,30,73.53,1.04,72.1,73.6,74.56,71.8,75.7
41,2026-08-20T03:05:16Z,KLAX,2026-08-21,high,30,85.47,1.17,84.17,85.3,86.94,83.2,88.2
42,2026-08-20T03:05:16Z,KLAX,2026-08-21,low,30,74.74,0.99,73.69,74.5,75.95,73.0,77.2
43,2026-08-20T03:05:16Z,KMIA,2026-08-19,high,30,92.5,0.45,92.08,92.45,93.01,91.4,93.3
44,2026-08-20T03:05:16Z,KMIA,2026-08-19,low,30,83.38,0.3,82.99,83.4,83.71,82.8,84.0
45,2026-08-20T03:05:16Z,KMIA,2026-08-20,high,30,90.94,0.9,89.88,91.1,91.92,88.6,92.6
46,2026-08-20T03:05:16Z,KMIA,2026-08-20,low,30,84.88,0.59,84.0,84.9,85.51,84.0,85.8
47,2026-08-20T03:05:16Z,KMIA,2026-08-21,high,30,89.74,1.02,88.6,89.8,90.94,87.2,91.7
48,2026-08-20T03:05:16Z,KMIA,2026-08-21,low,30,83.41,0.39,83.07,83.35,84.0,82.6,84.1
49,2026-08-20T03:05:16Z,KMSP,2026-08-19,high,30,82.62,1.3,81.04,82.75,84.01,80.4,85.5
50,2026-08-20T03:05:16Z,KMSP,2026-08-19,low,30,60.91,0.64,59.99,60.95,61.71,59.8,62.1
51,2026-08-20T03:05:16Z,KMSP,2026-08-20,high,30,85.5,1.99,83.16,85.8,87.7,81.4,90.5
52,2026-08-20T03:05:16Z,KMSP,2026-08-20,low,30,65.35,1.15,64.26,65.25,66.72,63.4,69.0
53,2026-08-20T03:05:16Z,KMSP,2026-08-21,high,30,84.96,4.17,79.62,85.45,89.55,73.8,94.4
54,2026-08-20T03:05:16Z,KMSP,2026-08-21,low,30,66.8,1.99,64.62,66.9,69.51,63.3,72.6
55,2026-08-20T03:05:16Z,KMSY,2026-08-19,high,30,97.68,1.2,96.49,97.5,99.12,95.0,100.9
56,2026-08-20T03:05:16Z,KMSY,2026-08-19,low,30,77.45,0.3,77.09,77.45,77.81,76.8,78.0
57,2026-08-20T03:05:16Z,KMSY,2026-08-20,high,30,98.31,2.1,95.35,98.3,101.3,94.4,101.5
58,2026-08-20T03:05:16Z,KMSY,2026-08-20,low,30,75.12,0.63,74.49,75.0,75.91,73.8,76.4
59,2026-08-20T03:05:16Z,KMSY,2026-08-21,high,30,99.31,2.42,96.68,99.65,101.84,92.5,103.9
60,2026-08-20T03:05:16Z,KMSY,2026-08-21,low,30,75.57,1.07,74.6,75.55,76.31,71.5,78.6
61,2026-08-20T03:05:16Z,KNYC,2026-08-19,high,30,87.92,0.86,86.7,88.0,88.92,86.4,89.6
62,2026-08-20T03:05:16Z,KNYC,2026-08-19,low,30,74.3,0.46,73.8,74.2,74.92,73.4,75.3
63,2026-08-20T03:05:16Z,KNYC,2026-08-20,high,30,84.65,3.04,80.28,84.35,89.22,79.8,89.8
64,2026-08-20T03:05:16Z,KNYC,2026-08-20,low,30,70.48,2.06,68.3,69.9,73.54,67.2,74.5
65,2026-08-20T03:05:16Z,KNYC,2026-08-21,high,30,79.41,4.21,74.75,79.0,84.31,69.8,86.0
66,2026-08-20T03:05:16Z,KNYC,2026-08-21,low,30,68.8,1.74,66.6,68.8,70.72,65.8,72.9
67,2026-08-20T03:05:16Z,KOKC,2026-08-19,high,30,105.67,2.26,103.16,105.8,108.21,99.3,109.0
68,2026-08-20T03:05:16Z,KOKC,2026-08-19,low,30,82.1,0.59,81.47,82.2,82.91,81.0,83.2
69,2026-08-20T03:05:16Z,KOKC,2026-08-20,high,30,107.52,2.43,105.77,107.35,110.14,100.8,111.8
70,2026-08-20T03:05:16Z,KOKC,2026-08-20,low,30,79.44,1.69,77.3,79.55,80.96,75.2,82.7
71,2026-08-20T03:05:16Z,KOKC,2026-08-21,high,30,108.17,2.21,105.86,108.6,111.07,102.3,111.9
72,2026-08-20T03:05:16Z,KOKC,2026-08-21,low,30,80.25,2.46,77.55,79.95,83.3,76.4,87.1
73,2026-08-20T03:05:16Z,KPHL,2026-08-19,high,30,86.87,0.59,86.19,86.95,87.35,85.4,88.2
74,2026-08-20T03:05:16Z,KPHL,2026-08-19,low,30,68.72,0.71,67.99,68.7,69.43,67.4,70.9
75,2026-08-20T03:05:16Z,KPHL,2026-08-20,high,30,84.55,3.35,81.08,84.7,88.98,74.9,90.3
76,2026-08-20T03:05:16Z,KPHL,2026-08-20,low,30,68.65,1.32,67.25,68.4,70.11,65.3,71.4
77,2026-08-20T03:05:16Z,KPHL,2026-08-21,high,30,80.86,3.63,75.38,81.5,84.65,72.8,87.5
78,2026-08-20T03:05:16Z,KPHL,2026-08-21,low,30,67.63,2.08,65.26,67.55,70.21,62.3,71.3
79,2026-08-20T03:05:16Z,KPHX,2026-08-19,high,30,107.55,1.84,104.93,107.9,109.51,102.8,110.5
80,2026-08-20T03:05:16Z,KPHX,2026-08-19,low,30,90.34,2.11,89.39,90.85,91.7,81.5,92.2
81,2026-08-20T03:05:16Z,KPHX,2026-08-20,high,30,107.89,2.47,104.65,107.7,111.27,102.9,112.8
82,2026-08-20T03:05:16Z,KPHX,2026-08-20,low,30,89.86,2.67,86.66,90.05,93.1,81.9,93.9
83,2026-08-20T03:05:16Z,KPHX,2026-08-21,high,30,107.81,2.34,104.66,108.2,110.45,102.3,112.6
84,2026-08-20T03:05:16Z,KPHX,2026-08-21,low,30,90.81,1.93,87.67,91.0,93.32,86.7,94.2
85,2026-08-20T03:05:16Z,KSAT,2026-08-19,high,30,100.54,2.27,97.19,101.0,103.31,96.1,104.1
86,2026-08-20T03:05:16Z,KSAT,2026-08-19,low,30,75.72,0.24,75.4,75.7,76.1,75.3,76.1
87,2026-08-20T03:05:16Z,KSAT,2026-08-20,high,30,101.93,2.63,98.5,102.4,104.52,95.5,106.4
88,2026-08-20T03:05:16Z,KSAT,2026-08-20,low,30,76.65,0.74,75.85,76.8,77.41,74.8,77.9
89,2026-08-20T03:05:16Z,KSAT,2026-08-21,high,30,101.51,2.32,98.74,101.2,104.9,96.9,105.9
90,2026-08-20T03:05:16Z,KSAT,2026-08-21,low,30,76.84,1.07,75.18,77.0,78.03,74.6,78.9
97,2026-08-20T03:05:16Z,KSEA,2026-08-19,high,30,83.43,1.64,81.6,83.3,85.72,79.8,86.1
98,2026-08-20T03:05:16Z,KSEA,2026-08-19,low,30,55.47,0.28,55.0,55.55,55.81,55.0,55.9
99,2026-08-20T03:05:16Z,KSEA,2026-08-20,high,30,87.75,1.64,85.93,88.0,89.83,82.9,90.1
100,2026-08-20T03:05:16Z,KSEA,2026-08-20,low,30,58.27,0.36,57.8,58.3,58.7,57.7,58.9
101,2026-08-20T03:05:16Z,KSEA,2026-08-21,high,30,86.92,2.24,83.79,87.4,89.43,81.7,90.1
102,2026-08-20T03:05:16Z,KSEA,2026-08-21,low,30,60.63,0.41,60.18,60.65,61.12,59.5,61.6
91,2026-08-20T03:05:16Z,KSFO,2026-08-19,high,30,76.1,0.83,75.1,76.1,76.81,74.0,78.6
92,2026-08-20T03:05:16Z,KSFO,2026-08-19,low,30,57.18,0.21,56.9,57.2,57.41,56.8,57.6
93,2026-08-20T03:05:16Z,KSFO,2026-08-20,high,30,74.25,1.77,72.88,73.9,76.77,70.9,79.0
94,2026-08-20T03:05:16Z,KSFO,2026-08-20,low,30,59.34,0.38,58.8,59.3,59.71,58.7,60.5
95,2026-08-20T03:05:16Z,KSFO,2026-08-21,high,30,72.89,2.22,70.5,73.0,75.81,67.9,78.3
96,2026-08-20T03:05:16Z,KSFO,2026-08-21,low,30,59.51,0.57,58.89,59.5,60.03,58.7,61.4
1,2026-08-20T03:54:09Z,KATL,2026-08-19,high,30,94.03,1.17,92.36,94.25,95.52,91.8,95.8
2,2026-08-20T03:54:09Z,KATL,2026-08-19,low,30,71.92,0.28,71.6,71.9,72.3,71.4,72.3
3,2026-08-20T03:54:09Z,KATL,2026-08-20,high,30,99.23,1.7,97.26,98.9,101.21,96.2,103.1
4,2026-08-20T03:54:09Z,KATL,2026-08-20,low,30,75.81,0.62,74.97,75.75,76.51,74.6,77.4
5,2026-08-20T03:54:09Z,KATL,2026-08-21,high,30,94.66,2.24,91.88,95.1,96.7,90.5,100.2
6,2026-08-20T03:54:09Z,KATL,2026-08-21,low,30,75.72,1.63,73.39,75.85,78.1,71.2,78.2
7,2026-08-20T03:54:09Z,KAUS,2026-08-19,high,30,102.47,2.44,99.03,103.45,104.92,97.2,105.4
8,2026-08-20T03:54:09Z,KAUS,2026-08-19,low,30,78.84,0.3,78.49,78.85,79.21,78.1,79.5
9,2026-08-20T03:54:09Z,KAUS,2026-08-20,high,30,104.13,2.41,100.98,104.8,106.53,97.6,107.5
10,2026-08-20T03:54:09Z,KAUS,2026-08-20,low,30,77.8,0.94,76.4,77.9,78.9,76.0,79.5
11,2026-08-20T03:54:09Z,KAUS,2026-08-21,high,30,104.39,2.16,101.37,104.9,106.22,99.9,109.2
12,2026-08-20T03:54:09Z,KAUS,2026-08-21,low,30,78.93,1.16,77.54,79.1,80.5,76.9,81.8
13,2026-08-20T03:54:09Z,KBOS,2026-08-19,high,30,85.68,0.69,84.89,85.55,86.4,84.6,88.0
14,2026-08-20T03:54:09Z,KBOS,2026-08-19,low,30,66.04,0.45,65.49,66.0,66.7,65.2,66.9
15,2026-08-20T03:54:09Z,KBOS,2026-08-20,high,30,86.72,2.67,83.31,87.75,89.3,80.3,89.6
16,2026-08-20T03:54:09Z,KBOS,2026-08-20,low,30,68.87,0.79,68.06,69.2,69.5,66.1,69.7
17,2026-08-20T03:54:09Z,KBOS,2026-08-21,high,30,74.74,1.83,72.7,74.9,76.63,70.0,79.6
18,2026-08-20T03:54:09Z,KBOS,2026-08-21,low,30,66.82,1.14,65.2,66.8,67.92,64.8,69.9
85,2026-08-20T03:54:09Z,KDCA,2026-08-20,high,30,88.45,3.21,84.76,87.8,92.31,80.4,92.9
86,2026-08-20T03:54:09Z,KDCA,2026-08-20,low,30,72.05,1.12,70.8,72.1,73.3,69.3,74.4
87,2026-08-20T03:54:09Z,KDCA,2026-08-21,high,30,81.35,3.37,77.13,82.1,85.01,72.2,88.8
88,2026-08-20T03:54:09Z,KDCA,2026-08-21,low,30,69.93,1.67,67.89,70.2,71.74,65.3,72.6
89,2026-08-20T03:54:09Z,KDCA,2026-08-22,high,30,85.29,2.92,81.57,85.45,88.8,79.2,92.6
90,2026-08-20T03:54:09Z,KDCA,2026-08-22,low,30,70.63,0.95,69.29,70.7,71.71,68.0,72.1
