id,run_at,icao,forecast_date,kind,n_members,mean_f,sd_f,p10_f,p50_f,p90_f,min_f,max_f
92,2026-08-14T00:09:58Z,KSEA,2026-08-13,low,30,56.79,0.23,56.5,56.8,57.2,56.3,57.3
93,2026-08-14T00:09:58Z,KSEA,2026-08-14,high,30,79.75,3.54,74.75,80.75,83.26,70.9,84.7
94,2026-08-14T00:09:58Z,KSEA,2026-08-14,low,30,58.97,0.34,58.59,59.0,59.41,58.4,59.8
95,2026-08-14T00:09:58Z,KSEA,2026-08-15,high,30,82.4,2.23,79.77,82.55,84.82,77.8,86.9
96,2026-08-14T00:09:58Z,KSEA,2026-08-15,low,30,57.24,1.29,55.9,56.95,58.6,55.3,61.8
85,2026-08-14T00:09:58Z,KSFO,2026-08-13,high,30,68.1,0.68,67.0,68.1,68.91,66.8,69.3
86,2026-08-14T00:09:58Z,KSFO,2026-08-13,low,30,58.71,0.2,58.49,58.7,59.0,58.3,59.0
87,2026-08-14T00:09:58Z,KSFO,2026-08-14,high,30,70.45,1.16,69.28,70.2,71.93,68.4,73.7
88,2026-08-14T00:09:58Z,KSFO,2026-08-14,low,30,60.05,0.34,59.6,60.1,60.5,59.4,60.7
89,2026-08-14T00:09:58Z,KSFO,2026-08-15,high,30,71.82,1.53,69.66,71.9,73.51,68.7,74.9
90,2026-08-14T00:09:58Z,KSFO,2026-08-15,low,30,59.1,0.36,58.79,59.1,59.52,58.2,59.8
1,2026-08-14T03:08:57Z,KATL,2026-08-13,high,30,95.31,0.56,94.6,95.25,96.1,94.1,96.2
2,2026-08-14T03:08:57Z,KATL,2026-08-13,low,30,75.91,0.17,75.7,75.9,76.11,75.5,76.2
3,2026-08-14T03:08:57Z,KATL,2026-08-14,high,30,95.71,0.66,94.88,95.7,96.51,94.2,97.1
4,2026-08-14T03:08:57Z,KATL,2026-08-14,low,30,77.44,0.49,76.68,77.5,78.0,76.4,78.6
5,2026-08-14T03:08:57Z,KATL,2026-08-15,high,30,96.71,1.01,95.65,96.6,97.82,94.8,99.8
6,2026-08-14T03:08:57Z,KATL,2026-08-15,low,30,78.46,0.67,77.59,78.5,79.6,77.4,79.6
7,2026-08-14T03:08:57Z,KAUS,2026-08-13,high,30,103.5,1.9,100.77,103.55,105.85,99.8,107.7
8,2026-08-14T03:08:57Z,KAUS,2026-08-13,low,30,77.82,0.47,77.29,77.8,78.3,77.1,79.2
9,2026-08-14T03:08:57Z,KAUS,2026-08-14,high,30,99.8,1.74,97.9,99.85,102.1,95.9,103.5
10,2026-08-14T03:08:57Z,KAUS,2026-08-14,low,30,77.39,0.53,76.9,77.2,78.02,76.7,78.8
11,2026-08-14T03:08:57Z,KAUS,2026-08-15,high,30,103.6,2.19,101.97,103.9,105.21,96.5,109.3
12,2026-08-14T03:08:57Z,KAUS,2026-08-15,low,30,77.13,0.6,76.58,77.05,77.8,76.1,79.1
13,2026-08-14T03:08:57Z,KBOS,2026-08-13,high,30,82.34,0.96,81.49,82.1,83.64,80.3,84.4
14,2026-08-14T03:08:57Z,KBOS,2026-08-13,low,30,68.48,0.64,67.79,68.4,69.4,67.1,69.6
15,2026-08-14T03:08:57Z,KBOS,2026-08-14,high,30,82.39,1.68,80.37,82.6,84.5,79.0,85.6
16,2026-08-14T03:08:57Z,KBOS,2026-08-14,low,30,68.5,0.51,67.99,68.3,69.12,67.2,69.6
17,2026-08-14T03:08:57Z,KBOS,2026-08-15,high,30,80.69,2.38,77.88,80.75,83.95,74.5,84.8
18,2026-08-14T03:08:57Z,KBOS,2026-08-15,low,30,65.35,1.33,63.88,65.15,67.24,63.4,68.2
91,2026-08-14T03:08:57Z,KDCA,2026-08-13,high,30,90.63,1.09,89.2,90.8,91.84,87.9,92.7
92,2026-08-14T03:08:57Z,KDCA,2026-08-13,low,30,74.13,0.59,73.5,74.2,74.8,72.4,75.3
93,2026-08-14T03:08:57Z,KDCA,2026-08-14,high,30,84.16,4.48,77.85,84.85,89.06,77.1,94.0
94,2026-08-14T03:08:57Z,KDCA,2026-08-14,low,30,74.15,1.47,72.17,74.5,75.53,70.4,76.1
95,2026-08-14T03:08:57Z,KDCA,2026-08-15,high,30,86.61,3.64,82.47,86.5,90.63,75.3,92.8
96,2026-08-14T03:08:57Z,KDCA,2026-08-15,low,30,72.13,1.57,69.77,72.4,74.01,68.2,75.2
25,2026-08-14T03:08:57Z,KDEN,2026-08-13,high,30,79.7,2.08,77.09,79.3,82.75,75.6,83.3
26,2026-08-14T03:08:57Z,KDEN,2026-08-13,low,30,62.67,0.65,61.79,62.8,63.41,61.3,63.6
27,2026-08-14T03:08:57Z,KDEN,2026-08-14,high,30,86.6,1.03,85.17,86.55,88.11,84.6,88.5
28,2026-08-14T03:08:57Z,KDEN,2026-08-14,low,30,63.87,0.98,62.59,63.95,65.11,61.9,65.8
29,2026-08-14T03:08:57Z,KDEN,2026-08-15,high,30,84.86,2.26,82.09,85.1,87.6,79.2,88.4
30,2026-08-14T03:08:57Z,KDEN,2026-08-15,low,30,64.5,1.21,63.06,64.4,65.86,62.2,67.0
19,2026-08-14T03:08:57Z,KDFW,2026-08-13,high,30,102.47,1.63,99.79,102.5,104.61,99.2,106.0
20,2026-08-14T03:08:57Z,KDFW,2026-08-13,low,30,82.47,0.31,82.17,82.45,82.8,81.8,83.1
21,2026-08-14T03:08:57Z,KDFW,2026-08-14,high,30,102.94,3.12,97.97,103.35,106.53,96.2,107.7
22,2026-08-14T03:08:57Z,KDFW,2026-08-14,low,30,82.65,0.9,81.5,82.75,83.71,80.6,84.5
23,2026-08-14T03:08:57Z,KDFW,2026-08-15,high,30,103.27,2.72,100.17,103.85,106.08,95.0,108.1
24,2026-08-14T03:08:57Z,KDFW,2026-08-15,low,30,83.54,0.99,82.28,83.65,84.73,80.9,85.1
31,2026-08-14T03:08:57Z,KIAH,2026-08-13,high,30,99.24,1.1,97.84,99.5,100.32,96.6,101.2
32,2026-08-14T03:08:57Z,KIAH,2026-08-13,low,30,80.94,0.18,80.7,80.9,81.2,80.6,81.3
33,2026-08-14T03:08:57Z,KIAH,2026-08-14,high,30,97.19,1.36,95.25,97.55,98.51,94.3,99.9
34,2026-08-14T03:08:57Z,KIAH,2026-08-14,low,30,80.53,0.48,79.98,80.4,81.21,79.5,81.5
35,2026-08-14T03:08:57Z,KIAH,2026-08-15,high,30,100.71,1.84,98.88,100.45,103.02,95.7,103.9
36,2026-08-14T03:08:57Z,KIAH,2026-08-15,low,30,81.39,0.54,80.4,81.5,82.01,80.2,82.4
37,2026-08-14T03:08:57Z,KLAX,2026-08-13,high,30,75.76,0.39,75.3,75.75,76.3,74.9,76.5
38,2026-08-14T03:08:57Z,KLAX,2026-08-13,low,30,67.28,0.28,67.0,67.3,67.62,66.6,67.8
39,2026-08-14T03:08:57Z,KLAX,2026-08-14,high,30,75.18,0.64,74.5,74.9,76.02,74.1,76.7
40,2026-08-14T03:08:57Z,KLAX,2026-08-14,low,30,67.74,0.55,66.99,67.8,68.4,66.5,68.8
41,2026-08-14T03:08:57Z,KLAX,2026-08-15,high,30,77.73,1.26,75.69,77.95,79.13,75.5,80.4
42,2026-08-14T03:08:57Z,KLAX,2026-08-15,low,30,67.85,0.55,67.29,67.8,68.42,67.0,69.6
43,2026-08-14T03:08:57Z,KMIA,2026-08-13,high,30,90.67,0.36,90.29,90.8,91.01,90.0,91.4
44,2026-08-14T03:08:57Z,KMIA,2026-08-13,low,30,82.98,0.45,82.47,83.1,83.41,81.6,83.7
45,2026-08-14T03:08:57Z,KMIA,2026-08-14,high,30,90.18,0.79,89.18,90.4,91.01,87.9,91.2
46,2026-08-14T03:08:57Z,KMIA,2026-08-14,low,30,83.92,0.37,83.5,84.0,84.41,83.0,84.5
47,2026-08-14T03:08:57Z,KMIA,2026-08-15,high,30,89.47,0.74,88.48,89.5,90.3,87.6,90.4
48,2026-08-14T03:08:57Z,KMIA,2026-08-15,low,30,83.8,0.58,83.09,83.75,84.51,82.8,85.2
49,2026-08-14T03:08:57Z,KMSP,2026-08-13,high,30,82.77,2.87,78.63,82.95,86.8,77.6,88.2
50,2026-08-14T03:08:57Z,KMSP,2026-08-13,low,30,73.15,0.52,72.4,73.2,73.71,72.1,74.2
51,2026-08-14T03:08:57Z,KMSP,2026-08-14,high,30,86.76,2.2,84.09,86.7,89.41,83.0,92.1
52,2026-08-14T03:08:57Z,KMSP,2026-08-14,low,30,68.8,0.89,67.57,68.95,69.7,66.9,70.6
53,2026-08-14T03:08:57Z,KMSP,2026-08-15,high,30,84.49,4.39,78.58,84.2,89.86,76.3,91.4
54,2026-08-14T03:08:57Z,KMSP,2026-08-15,low,30,70.2,2.55,66.41,70.95,72.52,63.9,73.1
55,2026-08-14T03:08:57Z,KNYC,2026-08-13,high,30,87.41,1.11,85.89,87.35,88.91,85.4,89.2
56,2026-08-14T03:08:57Z,KNYC,2026-08-13,low,30,74.29,0.54,73.49,74.3,75.02,73.2,75.2
57,2026-08-14T03:08:57Z,KNYC,2026-08-14,high,30,89.48,1.36,87.78,90.0,90.77,86.5,91.8
58,2026-08-14T03:08:57Z,KNYC,2026-08-14,low,30,74.82,0.84,74.0,74.6,76.13,73.4,76.8
59,2026-08-14T03:08:57Z,KNYC,2026-08-15,high,30,85.79,2.16,82.78,86.1,88.43,80.2,89.8
60,2026-08-14T03:08:57Z,KNYC,2026-08-15,low,30,71.76,1.49,70.15,71.55,73.85,69.6,75.7
61,2026-08-14T03:08:57Z,KOKC,2026-08-13,high,30,105.68,1.77,103.66,105.55,108.02,102.1,109.5
62,2026-08-14T03:08:57Z,KOKC,2026-08-13,low,30,81.89,0.58,81.2,81.9,82.52,80.5,83.1
63,2026-08-14T03:08:57Z,KOKC,2026-08-14,high,30,106.37,2.48,102.6,107.3,108.57,100.6,110.1
64,2026-08-14T03:08:57Z,KOKC,2026-08-14,low,30,84.82,1.19,83.36,85.0,86.2,81.9,86.5
65,2026-08-14T03:08:57Z,KOKC,2026-08-15,high,30,105.52,2.93,102.82,105.55,108.52,97.1,111.0
66,2026-08-14T03:08:57Z,KOKC,2026-08-15,low,30,83.3,1.49,81.16,83.75,85.3,80.2,85.8
67,2026-08-14T03:08:57Z,KPHL,2026-08-13,high,30,87.59,0.87,86.66,87.8,88.62,85.8,89.1
68,2026-08-14T03:08:57Z,KPHL,2026-08-13,low,30,70.13,0.65,69.4,70.1,70.9,68.7,71.6
69,2026-08-14T03:08:57Z,KPHL,2026-08-14,high,30,86.62,4.14,81.87,87.35,90.43,74.1,90.8
70,2026-08-14T03:08:57Z,KPHL,2026-08-14,low,30,71.93,0.96,70.68,71.9,73.11,69.7,73.6
71,2026-08-14T03:08:57Z,KPHL,2026-08-15,high,30,87.36,2.31,84.59,87.55,89.95,81.0,91.7
72,2026-08-14T03:08:57Z,KPHL,2026-08-15,low,30,69.26,1.55,67.64,69.25,71.2,66.2,71.8
73,2026-08-14T03:08:57Z,KSAT,2026-08-13,high,30,100.77,1.99,97.58,100.95,102.74,96.6,104.7
74,2026-08-14T03:08:57Z,KSAT,2026-08-13,low,30,76.44,0.55,75.88,76.35,77.4,75.4,77.6
75,2026-08-14T03:08:57Z,KSAT,2026-08-14,high,30,98.08,2.11,94.97,98.55,100.22,94.3,102.8
76,2026-08-14T03:08:57Z,KSAT,2026-08-14,low,30,76.15,0.55,75.49,76.15,76.73,75.2,77.6
77,2026-08-14T03:08:57Z,KSAT,2026-08-15,high,30,100.65,2.41,97.81,100.95,103.31,93.3,105.6
78,2026-08-14T03:08:57Z,KSAT,2026-08-15,low,30,76.19,0.76,75.49,76.15,76.84,74.6,78.4
85,2026-08-14T03:08:57Z,KSEA,2026-08-13,high,30,84.01,1.49,82.79,84.1,85.62,79.5,86.3
86,2026-08-14T03:08:57Z,KSEA,2026-08-13,low,30,56.79,0.23,56.5,56.8,57.2,56.3,57.3
87,2026-08-14T03:08:57Z,KSEA,2026-08-14,high,30,79.75,3.54,74.75,80.75,83.26,70.9,84.7
88,2026-08-14T03:08:57Z,KSEA,2026-08-14,low,30,58.97,0.34,58.59,59.0,59.41,58.4,59.8
89,2026-08-14T03:08:57Z,KSEA,2026-08-15,high,30,82.4,2.23,79.77,82.55,84.82,77.8,86.9
90,2026-08-14T03:08:57Z,KSEA,2026-08-15,low,30,57.24,1.29,55.9,56.95,58.6,55.3,61.8
79,2026-08-14T03:08:57Z,KSFO,2026-08-13,high,30,68.1,0.68,67.0,68.1,68.91,66.8,69.3
80,2026-08-14T03:08:57Z,KSFO,2026-08-13,low,30,58.71,0.2,58.49,58.7,59.0,58.3,59.0
81,2026-08-14T03:08:57Z,KSFO,2026-08-14,high,30,70.45,1.16,69.28,70.2,71.93,68.4,73.7
82,2026-08-14T03:08:57Z,KSFO,2026-08-14,low,30,60.05,0.34,59.6,60.1,60.5,59.4,60.7
83,2026-08-14T03:08:57Z,KSFO,2026-08-15,high,30,71.82,1.53,69.66,71.9,73.51,68.7,74.9
84,2026-08-14T03:08:57Z,KSFO,2026-08-15,low,30,59.1,0.36,58.79,59.1,59.52,58.2,59.8
1,2026-08-14T05:16:42Z,KATL,2026-08-14,high,30,95.71,0.66,94.88,95.7,96.51,94.2,97.1
2,2026-08-14T05:16:42Z,KATL,2026-08-14,low,30,77.44,0.49,76.68,77.5,78.0,76.4,78.6
3,2026-08-14T05:16:42Z,KATL,2026-08-15,high,30,96.71,1.01,95.65,96.6,97.82,94.8,99.8
4,2026-08-14T05:16:42Z,KATL,2026-08-15,low,30,78.46,0.67,77.59,78.5,79.6,77.4,79.6
5,2026-08-14T05:16:42Z,KATL,2026-08-16,high,30,98.72,0.81,97.59,98.6,99.91,97.1,100.2
6,2026-08-14T05:16:42Z,KATL,2026-08-16,low,30,78.56,0.84,77.4,78.6,79.52,76.9,80.2
7,2026-08-14T05:16:42Z,KAUS,2026-08-14,high,30,99.8,1.74,97.9,99.85,102.1,95.9,103.5
8,2026-08-14T05:16:42Z,KAUS,2026-08-14,low,30,77.39,0.53,76.9,77.2,78.02,76.7,78.8
9,2026-08-14T05:16:42Z,KAUS,2026-08-15,high,30,103.6,2.19,101.97,103.9,105.21,96.5,109.3
10,2026-08-14T05:16:42Z,KAUS,2026-08-15,low,30,77.13,0.6,76.58,77.05,77.8,76.1,79.1
11,2026-08-14T05:16:42Z,KAUS,2026-08-16,high,30,103.96,3.99,98.48,105.6,108.48,95.7,110.0
12,2026-08-14T05:16:42Z,KAUS,2026-08-16,low,30,75.16,0.91,74.18,75.15,76.35,73.5,77.4
13,2026-08-14T05:16:42Z,KBOS,2026-08-14,high,30,82.39,1.68,80.37,82.6,84.5,79.0,85.6
14,2026-08-14T05:16:42Z,KBOS,2026-08-14,low,30,68.5,0.51,67.99,68.3,69.12,67.2,69.6
15,2026-08-14T05:16:42Z,KBOS,2026-08-15,high,30,80.69,2.38,77.88,80.75,83.95,74.5,84.8
16,2026-08-14T05:16:42Z,KBOS,2026-08-15,low,30,65.35,1.33,63.88,65.15,67.24,63.4,68.2
17,2026-08-14T05:16:42Z,KBOS,2026-08-16,high,30,81.54,3.89,75.81,82.4,85.81,73.1,86.4
18,2026-08-14T05:16:42Z,KBOS,2026-08-16,low,30,64.91,1.35,63.39,64.8,66.55,62.6,68.6
97,2026-08-14T05:16:42Z,KDCA,2026-08-14,high,30,84.16,4.48,77.85,84.85,89.06,77.1,94.0
98,2026-08-14T05:16:42Z,KDCA,2026-08-14,low,30,74.15,1.47,72.17,74.5,75.53,70.4,76.1
99,2026-08-14T05:16:42Z,KDCA,2026-08-15,high,30,86.61,3.64,82.47,86.5,90.63,75.3,92.8
100,2026-08-14T05:16:42Z,KDCA,2026-08-15,low,30,72.13,1.57,69.77,72.4,74.01,68.2,75.2
101,2026-08-14T05:16:42Z,KDCA,2026-08-16,high,30,87.96,5.67,79.27,89.3,94.74,77.3,97.7
102,2026-08-14T05:16:42Z,KDCA,2026-08-16,low,30,71.7,1.68,69.67,71.75,73.9,67.1,74.1
25,2026-08-14T05:16:42Z,KDEN,2026-08-13,high,30,79.7,2.08,77.09,79.3,82.75,75.6,83.3
26,2026-08-14T05:16:42Z,KDEN,2026-08-13,low,30,62.67,0.65,61.79,62.8,63.41,61.3,63.6
27,2026-08-14T05:16:42Z,KDEN,2026-08-14,high,30,86.6,1.03,85.17,86.55,88.11,84.6,88.5
28,2026-08-14T05:16:42Z,KDEN,2026-08-14,low,30,63.87,0.98,62.59,63.95,65.11,61.9,65.8
29,2026-08-14T05:16:42Z,KDEN,2026-08-15,high,30,84.86,2.26,82.09,85.1,87.6,79.2,88.4
30,2026-08-14T05:16:42Z,KDEN,2026-08-15,low,30,64.5,1.21,63.06,64.4,65.86,62.2,67.0
19,2026-08-14T05:16:42Z,KDFW,2026-08-14,high,30,102.94,3.12,97.97,103.35,106.53,96.2,107.7
20,2026-08-14T05:16:42Z,KDFW,2026-08-14,low,30,82.65,0.9,81.5,82.75,83.71,80.6,84.5
21,2026-08-14T05:16:42Z,KDFW,2026-08-15,high,30,103.27,2.72,100.17,103.85,106.08,95.0,108.1
22,2026-08-14T05:16:42Z,KDFW,2026-08-15,low,30,83.54,0.99,82.28,83.65,84.73,80.9,85.1
23,2026-08-14T05:16:42Z,KDFW,2026-08-16,high,30,104.91,2.26,101.94,105.2,107.8,99.7,108.9
24,2026-08-14T05:16:42Z,KDFW,2026-08-16,low,30,85.56,1.27,84.19,85.4,87.01,81.0,87.8
